gvkey,permno,adate,qdate,public_date,bm,evm,pe_exi,pe_inc,ps,pcf,npm,opmbd,gpm,cfm,roa,roe,roce,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_totdebt,debt_ebitda,ocf_lct,cash_debt,lt_ppent,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,ptb,divyield,TICKER
1690,14593,2020-09-30,2021-06-30,2021-08-31,0.028,20.242,29.712,29.712,7.23,24.037,0.25,0.32,0.442,0.282,0.333,1.259,0.532,0.386,0.614,0.697,0.614,0.022,1.077,0.924,0.312,6.762,0.662,1.138,1.181,39.896,1.032,8.519,4.178,39.044,.580%,AAPL
1690,14593,2021-09-30,2021-09-30,2021-11-30,0.027,20.776,29.465,29.465,7.413,26.067,0.259,0.324,0.444,0.29,0.351,1.443,0.563,0.346,0.654,0.748,0.654,0.02,1.153,0.829,0.361,5.813,0.499,1.022,1.075,38.245,1.084,8.225,4.245,42.986,.532%,AAPL
1690,14593,2021-09-30,2021-12-31,2022-02-28,0.025,19.566,27.338,27.338,7.123,24.008,0.266,0.339,0.46,0.296,0.374,1.531,0.62,0.379,0.621,0.709,0.621,0.021,0.98,0.922,0.361,6.844,0.53,1.028,1.075,35.751,1.082,8.238,3.914,37.461,.533%,AAPL
1690,14593,2021-09-30,2022-03-31,2022-05-31,0.024,20.716,24.162,24.162,6.241,20.691,0.264,0.338,0.462,0.293,0.373,1.519,0.619,0.38,0.62,0.714,0.62,0.022,0.959,0.916,0.361,6.875,0.472,0.979,1.024,35.945,1.093,7.875,3.74,35.742,.618%,AAPL
1690,14593,2021-09-30,2022-06-30,2022-08-31,0.026,20.755,25.944,25.944,6.52,21.372,0.257,0.334,0.462,0.286,0.367,1.494,0.616,0.381,0.619,0.729,0.619,0.022,0.963,0.892,0.361,6.88,0.427,0.933,0.977,35.711,1.092,7.584,3.627,43.483,.585%,AAPL
1690,14593,2022-09-30,2022-09-30,2022-11-30,0.023,18.229,24.227,24.227,5.972,19.278,0.253,0.325,0.455,0.281,0.364,1.755,0.624,0.316,0.684,0.826,0.684,0.022,1.034,0.793,0.404,5.75,0.314,0.847,0.879,37.28,1.121,7.014,3.587,46.473,.621%,AAPL
1690,14593,2022-09-30,2022-12-31,2023-02-28,0.028,19.506,25.027,25.027,6.018,21.36,0.246,0.323,0.46,0.275,0.353,1.534,0.613,0.364,0.636,0.755,0.636,0.027,0.964,0.796,0.404,6.587,0.363,0.86,0.902,36.955,1.118,7.645,3.771,41.115,.624%,AAPL
1690,14593,2022-09-30,2023-03-31,2023-05-31,0.024,19.243,30.042,30.042,7.24,25.441,0.245,0.321,0.462,0.275,0.357,1.62,0.627,0.362,0.638,0.752,0.638,0.029,0.955,0.81,0.404,6.363,0.376,0.859,0.904,33.6,1.126,7.971,3.925,44.852,.542%,AAPL
1690,14593,2022-09-30,2023-06-30,2023-08-31,0.02,20.879,31.522,31.522,7.65,25.976,0.247,0.323,0.465,0.277,0.362,1.665,0.641,0.362,0.638,0.729,0.638,0.033,0.933,0.843,0.404,6.232,0.407,0.882,0.932,30.886,1.124,8.074,3.917,48.731,.511%,AAPL
1690,14593,2023-09-30,2023-09-30,2023-11-30,0.023,22.689,30.987,30.987,7.708,26.725,0.253,0.32,0.463,0.283,0.348,1.719,0.619,0.368,0.632,0.735,0.632,0.031,1.009,0.761,0.381,5.341,0.424,0.944,0.988,36.47,1.087,6.288,3.267,47.537,.505%,AAPL
10499,15579,2013-12-31,2014-09-30,2015-01-31,0.217,11.398,23.546,23.546,4.369,14.648,0.196,0.377,0.632,0.298,0.258,0.222,0.226,0.715,0.285,0.34,0.285,0.019,1.042,1.581,0.416,2.487,1.433,2.551,3.269,2.716,0.696,9.209,11.682,5.122,2.54%,TXN
10499,15579,2014-12-31,2014-12-31,2015-02-28,0.193,11.801,22.879,22.879,4.718,15.812,0.216,0.394,0.639,0.311,0.28,0.255,0.252,0.741,0.259,0.331,0.259,0.019,0.904,1.462,0.531,2.582,1.33,2.248,2.918,2.679,0.712,10.653,11.087,5.704,2.31%,TXN
10499,15579,2014-12-31,2015-03-31,2015-05-31,0.18,10.914,20.335,20.335,4.403,14.404,0.226,0.409,0.646,0.318,0.298,0.273,0.272,0.731,0.269,0.326,0.269,0.02,0.86,1.72,0.531,2.513,1.366,2.507,3.265,2.629,0.747,9.364,11.565,5.401,2.43%,TXN
10499,15579,2014-12-31,2015-06-30,2015-08-31,0.198,11.0,17.209,17.209,3.733,12.023,0.228,0.411,0.647,0.32,0.306,0.277,0.28,0.747,0.253,0.339,0.253,0.019,0.869,1.515,0.531,2.592,1.237,2.227,2.9,2.554,0.746,9.477,11.385,4.65,2.84%,TXN
10499,15579,2014-12-31,2015-09-30,2015-11-30,0.204,11.033,20.906,20.906,4.507,14.345,0.227,0.412,0.646,0.317,0.306,0.276,0.28,0.751,0.249,0.336,0.249,0.02,0.849,1.545,0.531,2.585,1.211,2.211,2.895,2.546,0.757,9.419,11.267,5.736,2.62%,TXN
10499,15579,2015-12-31,2015-12-31,2016-02-29,0.18,11.139,18.801,18.801,4.1,12.488,0.23,0.411,0.644,0.317,0.315,0.288,0.29,0.761,0.239,0.315,0.239,0.021,0.771,1.67,0.679,2.421,1.259,2.107,2.769,2.662,0.766,10.784,11.016,5.339,2.87%,TXN
10499,15579,2015-12-31,2016-03-31,2016-05-31,0.17,10.995,20.897,20.897,4.733,14.469,0.237,0.414,0.649,0.318,0.315,0.292,0.291,0.765,0.235,0.331,0.235,0.021,0.81,1.577,0.679,2.493,1.13,2.056,2.726,2.527,0.779,9.615,11.507,6.197,2.51%,TXN
10499,15579,2015-12-31,2016-06-30,2016-08-31,0.159,11.232,22.875,22.875,5.408,15.66,0.245,0.419,0.653,0.319,0.327,0.311,0.305,0.766,0.234,0.309,0.234,0.022,0.74,1.883,0.679,2.369,1.193,2.173,2.927,2.509,0.804,9.804,11.496,6.975,2.19%,TXN
10499,15579,2015-12-31,2016-09-30,2016-11-30,0.147,11.702,22.609,22.609,5.621,16.571,0.257,0.425,0.659,0.323,0.349,0.338,0.331,0.77,0.23,0.298,0.23,0.021,0.691,1.952,0.679,2.326,1.28,2.235,3.021,2.5,0.824,10.055,11.194,7.159,2.71%,TXN
10499,15579,2016-12-31,2016-12-31,2017-02-28,0.145,13.293,22.017,22.017,5.729,16.6,0.269,0.429,0.664,0.34,0.351,0.351,0.34,0.779,0.221,0.268,0.221,0.021,0.629,2.038,0.774,2.372,1.542,2.503,3.294,2.582,0.819,10.995,11.747,7.29,2.61%,TXN
10499,15579,2016-12-31,2017-03-31,2017-05-31,0.133,12.42,21.881,21.881,5.971,16.904,0.282,0.439,0.668,0.353,0.378,0.382,0.369,0.776,0.224,0.266,0.224,0.021,0.587,2.423,0.774,2.27,1.522,2.622,3.534,2.501,0.856,10.197,11.056,7.699,2.42%,TXN
10499,15579,2016-12-31,2017-06-30,2017-08-31,0.141,12.297,20.653,20.653,5.781,17.409,0.29,0.45,0.673,0.361,0.397,0.397,0.393,0.778,0.222,0.262,0.222,0.021,0.555,2.381,0.774,2.279,1.6,2.755,3.689,2.515,0.872,10.278,11.077,7.634,2.41%,TXN
10499,15579,2016-12-31,2017-09-30,2017-11-30,0.125,12.298,22.731,22.731,6.556,19.104,0.3,0.461,0.677,0.371,0.415,0.415,0.415,0.779,0.221,0.257,0.221,0.022,0.524,2.575,0.774,2.275,1.663,2.887,3.847,2.525,0.889,10.356,11.322,8.696,2.55%,TXN
10499,15579,2017-12-31,2017-12-31,2018-02-28,0.101,15.256,30.014,30.014,7.12,19.862,0.246,0.468,0.682,0.307,0.411,0.352,0.428,0.743,0.257,0.293,0.257,0.02,0.583,2.375,0.734,2.742,1.979,3.001,3.868,2.541,0.878,11.757,11.434,10.228,2.29%,TXN
10499,15579,2017-12-31,2018-03-31,2018-05-31,0.105,13.193,28.118,28.118,7.138,19.287,0.264,0.475,0.684,0.323,0.435,0.378,0.446,0.762,0.238,0.274,0.238,0.022,0.525,2.822,0.734,2.466,1.86,3.103,4.078,2.471,0.896,10.627,10.981,10.243,2.22%,TXN
10499,15579,2017-12-31,2018-06-30,2018-08-31,0.099,13.855,25.839,25.839,6.973,16.584,0.281,0.48,0.686,0.339,0.44,0.41,0.457,0.736,0.264,0.29,0.264,0.022,0.558,3.45,0.734,2.588,2.241,3.524,4.57,2.463,0.888,10.699,10.789,10.228,2.21%,TXN
10499,15579,2017-12-31,2018-09-30,2018-11-30,0.102,14.093,21.427,21.427,6.064,13.755,0.296,0.487,0.69,0.355,0.436,0.438,0.456,0.718,0.282,0.312,0.282,0.024,0.594,3.501,0.734,2.664,2.359,3.539,4.567,2.39,0.876,10.782,10.535,9.083,3.08%,TXN
10499,15579,2018-12-31,2018-12-31,2019-02-28,0.101,12.306,18.923,18.923,6.29,13.811,0.354,0.486,0.691,0.414,0.441,0.574,0.472,0.676,0.324,0.381,0.324,0.027,0.661,2.906,0.883,2.558,1.711,2.377,3.273,2.334,0.908,12.703,10.871,10.988,2.91%,TXN
10499,15579,2018-12-31,2019-03-31,2019-05-31,0.086,13.986,18.931,18.931,6.278,13.623,0.348,0.483,0.69,0.411,0.42,0.53,0.436,0.67,0.33,0.37,0.33,0.026,0.709,3.388,0.883,2.589,2.189,3.131,4.14,2.26,0.87,10.783,10.172,11.43,2.95%,TXN
10499,15579,2018-12-31,2019-06-30,2019-08-31,0.08,14.42,22.582,22.582,7.581,16.15,0.35,0.48,0.691,0.417,0.408,0.549,0.42,0.66,0.34,0.406,0.34,0.027,0.767,2.962,0.883,2.499,1.827,2.58,3.465,2.205,0.864,10.787,10.109,13.537,2.49%,TXN
10499,15579,2018-12-31,2019-09-30,2019-11-30,0.075,15.731,22.302,22.302,7.618,15.962,0.352,0.475,0.692,0.423,0.397,0.565,0.404,0.636,0.364,0.427,0.364,0.027,0.84,3.033,0.883,2.457,1.896,2.611,3.523,2.147,0.843,10.91,10.132,12.438,2.99%,TXN
10499,15579,2019-12-31,2019-12-31,2020-02-29,0.075,18.659,21.782,21.782,7.409,16.028,0.349,0.468,0.69,0.422,0.383,0.557,0.391,0.616,0.384,0.424,0.384,0.03,0.911,3.132,0.73,2.503,2.537,3.184,4.127,2.113,0.818,12.611,9.794,11.861,3.15%,TXN
10499,15579,2019-12-31,2020-03-31,2020-05-31,0.085,17.62,22.791,22.791,7.719,17.046,0.352,0.467,0.692,0.426,0.372,0.567,0.373,0.614,0.386,0.45,0.386,0.028,0.947,2.793,0.73,2.564,2.12,2.798,3.685,2.139,0.799,10.963,10.81,13.975,3.03%,TXN
10499,15579,2019-12-31,2020-06-30,2020-08-31,0.066,18.654,26.67,26.67,9.511,20.611,0.369,0.464,0.695,0.444,0.36,0.588,0.361,0.593,0.407,0.456,0.407,0.028,1.008,2.913,0.73,2.726,2.324,3.008,3.951,2.044,0.774,11.156,10.888,16.9,2.53%,TXN
10499,15579,2019-12-31,2020-09-30,2020-11-30,0.064,19.094,30.482,30.482,10.777,25.662,0.362,0.463,0.693,0.435,0.359,0.594,0.364,0.581,0.419,0.468,0.419,0.028,1.034,2.606,0.73,2.891,2.328,3.006,3.933,2.054,0.774,11.081,10.819,17.634,2.53%,TXN
10499,15579,2020-12-31,2020-12-31,2021-02-28,0.061,22.867,28.856,28.856,10.996,25.901,0.387,0.478,0.696,0.456,0.37,0.613,0.378,0.586,0.414,0.454,0.414,0.029,1.03,2.569,0.604,2.833,2.748,3.466,4.284,2.223,0.774,11.625,10.839,17.14,2.37%,TXN
10499,15579,2020-12-31,2021-03-31,2021-05-31,0.059,19.735,28.761,28.761,11.368,24.559,0.4,0.493,0.698,0.464,0.42,0.744,0.44,0.583,0.417,0.456,0.417,0.028,0.909,3.384,0.604,2.932,2.813,3.595,4.55,2.312,0.826,11.082,10.082,17.096,2.15%,TXN
10499,15579,2020-12-31,2021-06-30,2021-08-31,0.063,19.297,26.626,26.626,10.515,23.378,0.401,0.51,0.702,0.46,0.458,0.755,0.495,0.611,0.389,0.423,0.389,0.028,0.786,3.558,0.604,2.806,3.087,3.93,4.847,2.574,0.862,11.21,9.537,15.681,2.14%,TXN
10499,15579,2020-12-31,2021-09-30,2021-11-30,0.069,19.12,24.694,24.694,10.101,20.842,0.416,0.526,0.709,0.472,0.476,0.748,0.508,0.624,0.376,0.412,0.376,0.026,0.76,3.917,0.604,2.732,3.496,4.348,5.217,2.708,0.849,11.271,9.075,14.518,2.39%,TXN
10499,15579,2021-12-31,2021-12-31,2022-02-28,0.077,18.487,20.58,20.58,8.558,17.93,0.424,0.538,0.719,0.476,0.448,0.685,0.471,0.636,0.364,0.392,0.364,0.025,0.832,3.408,0.772,2.023,3.791,4.583,5.327,2.668,0.833,11.778,9.571,11.698,2.71%,TXN
10499,15579,2021-12-31,2022-03-31,2022-05-31,0.083,17.404,20.224,20.224,8.597,18.011,0.433,0.552,0.731,0.482,0.474,0.697,0.486,0.645,0.355,0.381,0.355,0.025,0.715,3.728,0.772,2.303,3.783,4.61,5.402,2.657,0.808,11.252,8.522,11.551,2.60%,TXN
10499,15579,2021-12-31,2022-06-30,2022-08-31,0.101,15.786,18.075,18.075,7.705,17.357,0.438,0.56,0.737,0.485,0.467,0.673,0.499,0.65,0.35,0.375,0.35,0.025,0.705,3.455,0.772,2.112,3.747,4.597,5.395,2.565,0.8,10.678,8.444,10.644,2.78%,TXN
10499,15579,2021-12-31,2022-09-30,2022-11-30,0.104,14.452,18.916,18.916,8.112,18.127,0.442,0.562,0.741,0.488,0.463,0.662,0.493,0.658,0.342,0.366,0.342,0.026,0.686,3.457,0.772,1.909,3.543,4.394,5.214,2.439,0.802,10.453,8.281,11.219,2.75%,TXN
10499,15579,2022-12-31,2022-12-31,2023-02-28,0.098,14.286,18.22,18.22,7.758,17.818,0.437,0.555,0.736,0.486,0.429,0.624,0.448,0.63,0.37,0.395,0.37,0.025,0.823,2.921,0.69,1.728,3.038,3.774,4.697,2.262,0.772,11.139,8.145,10.61,2.89%,TXN
10499,15579,2022-12-31,2023-03-31,2023-05-31,0.091,15.025,19.537,19.537,8.093,20.401,0.423,0.541,0.73,0.477,0.409,0.574,0.426,0.643,0.357,0.379,0.357,0.027,0.816,2.751,0.69,1.781,3.209,4.02,4.967,1.977,0.728,9.749,7.881,10.304,2.85%,TXN
10499,15579,2022-12-31,2023-06-30,2023-08-31,0.098,16.758,20.2,20.2,8.108,20.713,0.408,0.524,0.722,0.467,0.368,0.523,0.377,0.622,0.378,0.397,0.378,0.028,0.974,2.585,0.69,1.773,3.268,4.049,5.118,1.72,0.664,9.692,7.722,9.532,2.95%,TXN
10499,15579,2022-12-31,2023-09-30,2023-11-30,0.116,18.279,19.807,19.807,7.657,21.213,0.392,0.505,0.709,0.456,0.322,0.469,0.323,0.609,0.391,0.407,0.391,0.03,1.141,2.324,0.69,1.725,3.298,4.086,5.302,1.542,0.609,9.404,7.883,8.306,3.41%,TXN
6008,59328,2013-12-31,2014-09-30,2015-01-31,0.353,6.846,15.809,15.809,2.853,7.584,0.194,0.421,0.775,0.346,0.252,0.172,0.208,0.815,0.182,0.187,0.182,0.035,0.574,1.524,0.609,1.031,1.327,1.901,2.195,3.099,0.6,15.283,4.151,2.631,2.72%,INTC
6008,59328,2014-12-31,2014-12-31,2015-02-28,0.346,7.727,14.394,14.394,2.819,7.712,0.209,0.433,0.785,0.363,0.262,0.191,0.221,0.811,0.176,0.199,0.176,0.034,0.566,1.275,0.58,1.058,0.877,1.464,1.731,2.843,0.606,12.754,4.224,2.64,2.89%,INTC
6008,59328,2014-12-31,2015-03-31,2015-05-31,0.394,7.172,14.602,14.602,2.925,7.664,0.211,0.436,0.789,0.365,0.266,0.192,0.222,0.812,0.178,0.192,0.178,0.036,0.548,1.466,0.58,1.017,1.049,1.614,1.902,2.819,0.614,14.523,4.491,2.8,2.79%,INTC
6008,59328,2014-12-31,2015-06-30,2015-08-31,0.422,7.325,12.093,12.093,2.456,7.023,0.211,0.427,0.786,0.368,0.259,0.194,0.214,0.812,0.175,0.193,0.175,0.036,0.566,1.299,0.58,1.016,0.969,1.526,1.822,2.681,0.609,14.02,4.824,2.226,3.36%,INTC
6008,59328,2014-12-31,2015-09-30,2015-11-30,0.418,7.211,14.923,14.923,2.975,8.475,0.208,0.423,0.783,0.366,0.257,0.192,0.21,0.79,0.197,0.215,0.197,0.035,0.657,1.298,0.58,1.081,1.054,1.653,1.963,2.595,0.595,13.605,4.931,2.753,2.76%,INTC
6008,59328,2015-12-31,2015-12-31,2016-02-29,0.391,8.077,12.7,12.7,2.525,7.35,0.206,0.417,0.779,0.364,0.237,0.185,0.187,0.745,0.244,0.276,0.244,0.033,0.981,1.214,0.463,1.29,1.616,2.246,2.576,2.591,0.568,10.642,5.392,2.197,3.51%,INTC
6008,59328,2015-12-31,2016-03-31,2016-05-31,0.409,7.431,13.443,13.443,2.651,7.995,0.204,0.411,0.775,0.357,0.243,0.189,0.193,0.753,0.235,0.262,0.235,0.034,0.888,1.208,0.463,1.219,1.215,1.779,2.114,2.442,0.566,12.813,5.471,2.39,3.29%,INTC
6008,59328,2015-12-31,2016-06-30,2016-08-31,0.404,7.89,17.338,17.338,2.999,8.908,0.178,0.4,0.764,0.326,0.228,0.164,0.179,0.729,0.26,0.296,0.26,0.032,1.079,1.138,0.463,1.329,1.178,1.694,2.018,2.469,0.543,12.487,5.1,2.71,2.90%,INTC
6008,59328,2015-12-31,2016-09-30,2016-11-30,0.36,8.26,16.291,16.291,2.839,8.616,0.179,0.396,0.755,0.317,0.22,0.167,0.176,0.725,0.264,0.306,0.264,0.032,1.136,1.06,0.463,1.355,1.054,1.565,1.877,2.52,0.538,12.204,5.01,2.556,3.00%,INTC
6008,59328,2016-12-31,2016-12-31,2017-02-28,0.396,8.582,17.075,17.075,2.882,7.848,0.174,0.388,0.742,0.305,0.213,0.157,0.174,0.755,0.235,0.288,0.235,0.036,1.096,1.074,0.472,1.278,0.842,1.475,1.749,2.857,0.549,11.318,6.82,2.519,2.87%,INTC
6008,59328,2016-12-31,2017-03-31,2017-05-31,0.407,8.269,15.7,15.7,2.811,7.854,0.186,0.393,0.742,0.313,0.216,0.175,0.179,0.735,0.255,0.306,0.255,0.032,1.128,1.077,0.472,1.341,0.869,1.443,1.728,2.724,0.536,12.47,5.074,2.46,3.02%,INTC
6008,59328,2016-12-31,2017-06-30,2017-08-31,0.449,7.988,13.437,13.437,2.67,7.32,0.206,0.402,0.745,0.332,0.22,0.193,0.187,0.732,0.258,0.306,0.258,0.031,1.114,1.119,0.472,1.336,0.97,1.552,1.844,2.688,0.533,12.117,5.17,2.317,3.11%,INTC
6008,59328,2016-12-31,2017-09-30,2017-11-30,0.415,7.839,15.733,15.733,3.38,9.116,0.223,0.409,0.744,0.351,0.219,0.203,0.186,0.731,0.259,0.307,0.259,0.032,1.128,1.136,0.472,1.341,0.96,1.489,1.793,2.581,0.519,11.618,5.246,2.84,2.43%,INTC
6008,59328,2017-12-31,2017-12-31,2018-02-28,0.333,9.167,24.769,24.769,3.666,10.406,0.153,0.424,0.75,0.283,0.225,0.137,0.197,0.727,0.264,0.282,0.264,0.037,1.006,1.269,0.414,1.298,0.804,1.293,1.693,2.502,0.531,11.612,6.263,3.193,2.43%,INTC
6008,59328,2017-12-31,2018-03-31,2018-05-31,0.296,8.27,24.0,24.0,4.017,10.501,0.173,0.433,0.748,0.304,0.227,0.155,0.198,0.72,0.272,0.307,0.272,0.033,1.072,1.275,0.414,1.347,0.958,1.399,1.755,2.354,0.511,11.675,4.771,3.586,2.17%,INTC
6008,59328,2017-12-31,2018-06-30,2018-08-31,0.313,8.405,17.484,17.484,3.372,8.209,0.201,0.442,0.745,0.329,0.234,0.184,0.209,0.727,0.265,0.299,0.265,0.034,0.983,1.438,0.414,1.301,0.792,1.236,1.611,2.376,0.525,12.51,4.74,3.114,2.48%,INTC
6008,59328,2017-12-31,2018-09-30,2018-11-30,0.338,8.08,15.409,15.409,3.25,7.559,0.219,0.455,0.749,0.345,0.25,0.21,0.23,0.733,0.259,0.291,0.259,0.035,0.884,1.598,0.414,1.251,0.746,1.2,1.588,2.41,0.547,13.393,4.729,3.084,2.43%,INTC
6008,59328,2018-12-31,2018-12-31,2019-02-28,0.36,7.384,11.821,11.821,3.362,8.092,0.297,0.456,0.743,0.425,0.257,0.284,0.236,0.745,0.251,0.263,0.251,0.036,0.815,1.77,0.556,1.082,0.701,1.295,1.731,2.561,0.564,10.945,5.449,3.124,2.38%,INTC
6008,59328,2018-12-31,2019-03-31,2019-05-31,0.313,7.784,9.964,9.964,2.783,7.015,0.29,0.458,0.74,0.425,0.254,0.281,0.231,0.739,0.257,0.284,0.257,0.036,0.859,1.547,0.556,1.142,0.675,1.173,1.583,2.477,0.554,11.667,4.879,2.623,2.86%,INTC
6008,59328,2018-12-31,2019-06-30,2019-08-31,0.362,7.668,11.051,11.051,2.984,7.426,0.281,0.461,0.743,0.422,0.253,0.267,0.224,0.741,0.255,0.284,0.255,0.036,0.869,1.512,0.556,1.108,0.652,1.144,1.56,2.325,0.545,10.877,4.812,2.737,2.66%,INTC
6008,59328,2018-12-31,2019-09-30,2019-11-30,0.339,7.819,13.627,13.627,3.586,8.373,0.275,0.456,0.733,0.422,0.249,0.257,0.214,0.745,0.253,0.286,0.253,0.035,0.891,1.502,0.556,1.085,0.593,1.055,1.457,2.321,0.54,10.314,4.607,3.325,2.17%,INTC
6008,59328,2019-12-31,2019-12-31,2020-02-29,0.31,8.614,11.788,11.788,3.3,7.164,0.292,0.462,0.733,0.443,0.251,0.27,0.216,0.75,0.249,0.286,0.249,0.034,0.889,1.486,0.563,1.051,0.588,1.008,1.4,2.4,0.544,9.613,5.204,2.985,2.38%,INTC
6008,59328,2019-12-31,2020-03-31,2020-05-31,0.342,7.159,12.196,12.196,3.554,7.837,0.3,0.485,0.741,0.449,0.277,0.296,0.244,0.73,0.269,0.309,0.269,0.029,0.874,1.51,0.563,1.119,0.636,1.062,1.45,2.221,0.552,10.338,4.622,3.434,2.10%,INTC
6008,59328,2019-12-31,2020-06-30,2020-08-31,0.333,7.228,9.383,9.383,2.744,5.715,0.3,0.483,0.725,0.449,0.278,0.305,0.244,0.717,0.283,0.317,0.283,0.027,0.9,1.618,0.563,1.156,0.766,1.189,1.569,2.438,0.554,10.351,4.72,2.557,2.59%,INTC
6008,59328,2019-12-31,2020-09-30,2020-11-30,0.365,7.404,9.48,9.48,2.537,5.6,0.281,0.474,0.719,0.437,0.26,0.276,0.222,0.698,0.302,0.325,0.302,0.026,0.974,1.559,0.563,1.18,0.859,1.296,1.695,2.424,0.537,10.152,4.763,2.555,2.73%,INTC
6008,59328,2020-12-31,2020-12-31,2021-02-28,0.419,6.626,12.304,12.304,3.171,6.979,0.268,0.464,0.715,0.426,0.249,0.254,0.212,0.703,0.297,0.32,0.297,0.029,1.023,1.429,0.491,1.26,0.965,1.568,1.909,2.588,0.538,10.322,4.512,2.909,2.29%,INTC
6008,59328,2020-12-31,2021-03-31,2021-05-31,0.322,7.753,12.836,12.836,2.968,6.633,0.239,0.446,0.699,0.395,0.232,0.229,0.194,0.694,0.306,0.323,0.306,0.028,1.065,1.488,0.491,1.226,0.966,1.487,1.863,2.66,0.517,10.667,4.264,2.772,2.43%,INTC
6008,59328,2020-12-31,2021-06-30,2021-08-31,0.388,7.544,12.013,12.013,2.826,6.777,0.239,0.446,0.706,0.392,0.23,0.225,0.196,0.703,0.297,0.318,0.297,0.027,1.045,1.351,0.491,1.22,0.933,1.504,1.869,2.604,0.514,10.647,4.099,2.479,2.57%,INTC
6008,59328,2020-12-31,2021-09-30,2021-11-30,0.43,7.587,9.553,9.553,2.55,5.871,0.269,0.442,0.709,0.418,0.23,0.253,0.198,0.714,0.286,0.315,0.286,0.027,1.069,1.32,0.491,1.248,1.024,1.628,1.972,2.568,0.501,10.319,3.934,2.149,2.83%,INTC
6008,59328,2021-12-31,2021-12-31,2022-02-28,0.468,7.327,9.815,9.815,2.458,6.476,0.251,0.429,0.701,0.401,0.211,0.217,0.175,0.738,0.262,0.299,0.262,0.026,1.139,1.092,0.411,1.145,1.035,1.709,2.102,2.461,0.492,9.306,4.586,1.981,3.06%,INTC
6008,59328,2021-12-31,2022-03-31,2022-05-31,0.517,7.99,7.379,7.379,2.338,5.988,0.317,0.406,0.698,0.474,0.197,0.271,0.154,0.736,0.264,0.298,0.264,0.026,1.201,1.091,0.411,1.182,1.139,1.705,2.077,2.272,0.466,9.544,4.195,1.735,3.29%,INTC
6008,59328,2021-12-31,2022-06-30,2022-08-31,0.663,8.948,6.85,6.85,1.786,5.852,0.26,0.356,0.677,0.431,0.156,0.199,0.103,0.743,0.257,0.289,0.257,0.027,1.452,0.789,0.411,1.12,1.134,1.651,2.044,2.123,0.43,9.419,3.911,1.288,4.57%,INTC
6008,59328,2021-12-31,2022-09-30,2022-11-30,0.943,9.521,9.31,9.31,1.785,9.174,0.191,0.311,0.658,0.376,0.127,0.134,0.065,0.746,0.254,0.281,0.254,0.029,1.744,0.484,0.411,1.045,1.044,1.542,1.969,1.993,0.403,9.199,3.825,1.238,4.86%,INTC
6008,59328,2022-12-31,2022-12-31,2023-02-28,0.929,9.599,12.851,12.851,1.636,6.683,0.127,0.251,0.637,0.334,0.09,0.08,0.02,0.718,0.269,0.301,0.272,0.032,2.685,0.48,0.196,0.969,0.881,1.156,1.568,1.908,0.36,8.951,3.304,1.015,5.86%,INTC
6008,59328,2022-12-31,2023-03-31,2023-05-31,0.72,16.344,-46.235,-46.235,2.324,16.906,-0.051,0.183,0.602,0.163,0.059,-0.028,-0.013,0.714,0.279,0.299,0.281,0.037,4.071,0.271,0.196,0.979,0.921,1.286,1.733,1.754,0.317,10.334,2.873,1.337,1.59%,INTC
6008,59328,2022-12-31,2023-06-30,2023-08-31,0.721,19.899,-159.73,-159.73,2.723,15.085,-0.017,0.157,0.58,0.19,0.047,-0.009,-0.019,0.692,0.294,0.313,0.298,0.042,5.358,0.341,0.196,0.958,0.897,1.225,1.67,1.777,0.297,11.518,2.679,1.457,1.42%,INTC
6008,59328,2022-12-31,2023-09-30,2023-11-30,0.679,22.77,-114.62,-114.62,3.565,12.952,-0.031,0.151,0.568,0.165,0.044,-0.016,-0.017,0.678,0.303,0.321,0.309,0.045,5.978,0.505,0.196,0.934,0.912,1.181,1.612,1.838,0.285,14.951,2.445,1.851,1.12%,INTC
12540,75510,2014-11-30,2014-11-30,2015-01-31,0.194,51.617,132.321,132.321,8.427,27.143,0.065,0.178,0.909,0.14,0.07,0.038,0.054,0.881,0.119,0.197,0.119,0.039,2.048,0.516,0.321,5.107,1.499,1.845,1.845,,0.392,6.96,5.788,4.909,,ADBE
12540,75510,2014-11-30,2015-02-28,2015-04-30,0.175,44.628,126.767,126.767,8.94,31.219,0.072,0.198,0.911,0.146,0.081,0.044,0.064,0.853,0.147,0.205,0.147,0.036,1.906,0.557,0.321,5.313,1.574,1.94,1.94,,0.399,7.795,6.078,5.485,,ADBE
12540,75510,2014-11-30,2015-05-31,2015-07-31,0.176,43.461,113.875,113.875,9.38,30.846,0.084,0.209,0.907,0.158,0.085,0.052,0.071,0.826,0.174,0.211,0.174,0.033,1.875,0.625,0.321,5.333,1.636,2.012,2.012,,0.4,8.074,6.465,5.882,,ADBE
12540,75510,2014-11-30,2015-08-31,2015-10-31,0.183,37.546,91.402,91.402,9.693,31.259,0.108,0.236,0.905,0.181,0.099,0.071,0.089,0.802,0.198,0.216,0.198,0.033,1.675,0.683,0.321,5.6,1.691,2.087,2.087,,0.41,8.219,6.541,6.179,,ADBE
