gvkey,permno,adate,qdate,public_date,bm,evm,pe_exi,pe_inc,ps,pcf,npm,opmbd,gpm,cfm,roa,roe,roce,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_totdebt,debt_ebitda,ocf_lct,cash_debt,lt_ppent,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,ptb,divyield,TICKER
117768,86580,2023-01-31,2023-04-30,2023-06-30,0.036,81.423,220.323,220.323,40.376,153.183,0.185,0.237,0.625,0.247,0.144,0.203,0.129,0.685,0.315,0.357,0.315,0.022,1.947,0.966,0.296,4.213,2.081,2.849,3.49,2.145,0.61,5.709,7.146,42.114,.038%,NVDA
117768,86580,2023-01-31,2023-07-31,2023-09-30,0.024,54.328,105.07,105.07,32.876,90.295,0.316,0.38,0.695,0.364,0.293,0.445,0.311,0.698,0.302,0.344,0.302,0.022,0.944,1.535,0.296,4.132,1.863,2.626,3.224,2.153,0.744,6.575,7.237,38.546,.037%,NVDA
117768,86580,2023-01-31,2023-10-31,2023-12-31,0.034,37.991,65.332,65.332,27.261,64.929,0.421,0.495,0.733,0.455,0.505,0.782,0.58,0.727,0.273,0.312,0.273,0.022,0.519,2.266,0.296,4.124,1.892,2.722,3.29,2.54,0.948,7.709,7.409,36.308,.032%,NVDA
157855,90215,2014-01-31,2014-10-31,2015-01-31,0.094,162.379,-110.69,-110.69,7.02,32.011,-0.062,0.045,0.838,0.073,0.026,-0.101,-0.044,0.704,0.294,0.366,0.294,0.046,7.479,0.315,0.144,4.781,0.255,0.669,0.669,,0.56,5.24,11.993,9.397,,CRM
157855,90215,2015-01-31,2015-01-31,2015-03-31,0.108,125.455,-159.07,-159.07,7.845,35.918,-0.049,0.057,0.832,0.082,0.031,-0.075,-0.028,0.727,0.273,0.273,0.273,0.043,4.91,0.267,0.175,5.967,0.227,0.809,0.809,,0.542,3.172,11.259,10.605,,CRM
157855,90215,2015-01-31,2015-04-30,2015-06-30,0.089,111.406,-278.52,-278.52,8.068,31.887,-0.029,0.065,0.826,0.102,0.039,-0.046,-0.019,0.726,0.273,0.315,0.273,0.042,4.484,0.378,0.175,4.682,0.257,0.719,0.719,,0.573,4.911,11.983,10.778,,CRM
157855,90215,2015-01-31,2015-07-31,2015-09-30,0.094,100.162,-433.94,-433.94,7.619,30.547,-0.017,0.075,0.822,0.114,0.045,-0.027,-0.009,0.739,0.26,0.277,0.26,0.045,3.458,0.378,0.175,4.34,0.268,0.73,0.73,,0.579,4.94,12.336,10.035,,CRM
157855,90215,2015-01-31,2015-10-31,2015-12-31,0.092,89.198,-603.08,-603.08,8.26,35.046,-0.014,0.085,0.82,0.116,0.052,-0.021,0.004,0.75,0.25,0.252,0.25,0.048,2.756,0.361,0.175,3.992,0.276,0.731,0.731,,0.589,4.932,13.196,10.96,,CRM
157855,90215,2016-01-31,2016-01-31,2016-03-31,0.11,78.229,-300.0,-300.0,7.429,30.716,-0.007,0.09,0.819,0.12,0.051,-0.011,0.012,0.77,0.23,0.232,0.23,0.048,2.498,0.287,0.208,4.527,0.239,0.774,0.774,,0.568,2.98,14.454,9.878,,CRM
157855,90215,2016-01-31,2016-04-30,2016-06-30,0.109,76.19,-1910.4,-2010.4,7.607,27.836,-0.002,0.094,0.814,0.12,0.059,-0.003,0.021,0.771,0.229,0.231,0.229,0.052,2.238,0.411,0.208,3.977,0.314,0.744,0.744,,0.598,4.759,16.709,9.634,,CRM
157855,90215,2016-01-31,2016-07-31,2016-09-30,0.109,74.318,230.097,230.097,6.465,25.718,0.029,0.095,0.81,0.148,0.06,0.044,0.025,0.769,0.231,0.234,0.231,0.049,2.299,0.375,0.208,4.264,0.294,0.715,0.715,,0.588,4.827,17.965,7.88,,CRM
157855,90215,2016-01-31,2016-10-31,2016-12-31,0.13,75.312,236.069,236.069,5.879,24.271,0.026,0.089,0.803,0.145,0.055,0.038,0.017,0.771,0.229,0.231,0.229,0.048,2.503,0.364,0.208,4.46,0.273,0.684,0.684,,0.582,4.938,16.911,6.831,,CRM
157855,90215,2017-01-31,2017-01-31,2017-03-31,0.134,82.083,317.269,317.269,6.954,26.992,0.021,0.084,0.797,0.141,0.047,0.029,0.01,0.772,0.228,0.23,0.228,0.048,3.144,0.298,0.214,5.642,0.304,0.826,0.826,,0.553,2.916,18.234,7.756,,CRM
157855,90215,2017-01-31,2017-04-30,2017-06-30,0.129,81.884,403.63,377.0,6.943,26.317,0.016,0.081,0.795,0.137,0.048,0.022,0.004,0.8,0.2,0.234,0.2,0.043,2.908,0.371,0.214,4.922,0.309,0.701,0.701,,0.56,4.82,14.99,7.764,,CRM
157855,90215,2017-01-31,2017-07-31,2017-09-30,0.13,76.668,-1557.0,-1557.0,7.133,27.729,-0.004,0.084,0.795,0.114,0.05,-0.006,0.007,0.836,0.164,0.231,0.164,0.043,2.67,0.354,0.214,4.927,0.37,0.738,0.738,,0.567,4.943,14.482,7.944,,CRM
157855,90215,2017-01-31,2017-10-31,2017-12-31,0.119,68.689,497.0,536.813,7.407,30.86,0.01,0.097,0.796,0.121,0.058,0.013,0.022,0.869,0.131,0.229,0.131,0.041,2.236,0.323,0.214,5.001,0.424,0.782,0.782,,0.573,5.071,15.932,8.363,,CRM
157855,90215,2018-01-31,2018-01-31,2018-03-31,0.113,86.27,454.0,465.0,8.127,31.109,0.012,0.094,0.795,0.131,0.051,0.015,0.022,0.913,0.087,0.197,0.087,0.041,2.05,0.27,0.236,5.97,0.446,0.917,0.917,,0.543,2.919,22.36,9.072,,CRM
157855,90215,2018-01-31,2018-04-30,2018-06-30,0.125,57.071,145.106,145.106,9.083,34.048,0.063,0.126,0.799,0.163,0.077,0.081,0.06,0.861,0.139,0.225,0.139,0.04,1.753,0.363,0.236,5.395,0.574,0.952,0.952,,0.565,5.007,18.748,9.157,,CRM
157855,90215,2018-01-31,2018-07-31,2018-09-30,0.13,59.36,126.214,126.214,10.153,38.805,0.081,0.128,0.798,0.188,0.077,0.101,0.059,0.834,0.166,0.229,0.166,0.039,1.93,0.368,0.236,5.741,0.556,0.955,0.955,,0.543,5.088,18.055,8.895,,CRM
157855,90215,2018-01-31,2018-10-31,2018-12-31,0.14,64.394,109.576,109.576,8.353,33.602,0.076,0.122,0.797,0.192,0.07,0.089,0.047,0.816,0.184,0.229,0.184,0.04,2.229,0.361,0.236,6.055,0.538,0.959,0.959,,0.521,5.101,17.793,7.131,,CRM
157855,90215,2019-01-31,2019-01-31,2019-03-31,0.133,84.777,110.748,110.748,9.193,35.934,0.084,0.107,0.787,0.213,0.055,0.089,0.037,0.831,0.169,0.179,0.169,0.057,2.371,0.302,0.225,7.378,0.386,0.949,0.949,,0.513,2.923,23.399,7.825,,CRM
157855,90215,2019-01-31,2019-04-30,2019-06-30,0.128,65.477,103.218,103.218,8.408,30.235,0.083,0.129,0.811,0.224,0.068,0.084,0.033,0.792,0.208,0.24,0.208,0.034,2.536,0.408,0.225,5.033,0.46,0.899,0.899,,0.482,4.815,4.109,7.164,,CRM
157855,90215,2019-01-31,2019-07-31,2019-09-30,0.142,58.433,123.7,123.7,8.838,33.595,0.064,0.143,0.826,0.215,0.072,0.063,0.034,0.779,0.221,0.252,0.221,0.029,2.455,0.388,0.225,4.18,0.506,0.938,0.938,,0.476,4.82,2.202,7.584,,CRM
157855,90215,2019-01-31,2019-10-31,2019-12-31,0.24,53.749,178.725,178.725,9.102,35.797,0.046,0.155,0.843,0.21,0.079,0.046,0.032,0.802,0.198,0.224,0.198,0.025,2.35,0.38,0.225,3.623,0.549,0.982,0.982,,0.431,4.808,1.366,4.335,,CRM
157855,90215,2020-01-31,2020-01-31,2020-03-31,0.208,120.327,242.5,242.5,7.537,29.753,0.007,0.082,0.784,0.183,0.033,0.005,0.017,0.861,0.139,0.159,0.139,0.027,4.453,0.292,0.204,3.923,0.535,1.075,1.075,,0.398,2.907,2.081,3.803,,CRM
157855,90215,2020-01-31,2020-04-30,2020-06-30,0.237,59.045,-846.17,-844.0,9.261,39.949,-0.009,0.138,0.857,0.17,0.058,-0.007,0.005,0.845,0.155,0.178,0.155,0.02,2.493,0.349,0.204,3.383,0.627,1.067,1.067,,0.38,4.618,0.913,4.883,,CRM
157855,90215,2020-01-31,2020-07-31,2020-09-30,0.217,61.286,98.172,98.172,11.801,54.22,0.122,0.136,0.854,0.302,0.055,0.08,0.003,0.868,0.132,0.151,0.132,0.02,2.309,0.33,0.204,3.477,0.656,1.106,1.106,,0.358,4.523,0.891,5.95,,CRM
157855,90215,2020-01-31,2020-10-31,2020-12-31,0.19,63.593,58.102,58.102,10.037,47.808,0.175,0.14,0.851,0.353,0.052,0.102,0.005,0.877,0.123,0.142,0.123,0.02,2.096,0.322,0.204,3.574,0.691,1.143,1.143,,0.36,4.509,0.903,5.051,,CRM
157855,90215,2021-01-31,2021-01-31,2021-03-31,0.2,92.193,48.372,48.372,9.182,40.644,0.192,0.109,0.802,0.375,0.038,0.108,0.015,0.881,0.119,0.136,0.119,0.02,2.767,0.271,0.194,4.381,0.675,1.235,1.235,,0.35,2.855,1.097,4.703,,CRM
157855,90215,2021-01-31,2021-04-30,2021-06-30,0.2,52.034,51.103,51.103,10.121,36.66,0.199,0.179,0.851,0.378,0.068,0.115,0.025,0.885,0.115,0.132,0.115,0.022,1.512,0.424,0.194,3.832,0.786,1.238,1.238,,0.36,4.637,0.902,5.314,,CRM
157855,90215,2021-01-31,2021-07-31,2021-09-30,0.235,52.704,108.924,108.924,11.28,43.337,0.1,0.182,0.848,0.276,0.069,0.058,0.029,0.859,0.141,0.162,0.141,0.017,1.979,0.391,0.194,4.389,0.736,1.173,1.173,,0.338,4.853,0.92,4.782,,CRM
157855,90215,2021-01-31,2021-10-31,2021-12-31,0.193,56.588,140.403,140.403,10.02,40.426,0.07,0.176,0.845,0.25,0.063,0.039,0.022,0.839,0.161,0.179,0.161,0.018,2.395,0.378,0.194,4.868,0.703,1.138,1.138,,0.325,5.117,0.95,4.387,,CRM
157855,90215,2022-01-31,2022-01-31,2022-03-31,0.253,84.875,143.459,143.459,7.934,35.033,0.055,0.109,0.793,0.23,0.036,0.029,0.01,0.811,0.189,0.2,0.189,0.021,4.99,0.275,0.162,6.511,0.484,1.049,1.049,,0.328,2.943,1.132,3.616,,CRM
157855,90215,2022-01-31,2022-04-30,2022-06-30,0.337,65.641,160.233,160.233,5.877,25.468,0.036,0.136,0.827,0.213,0.045,0.019,0.004,0.813,0.187,0.205,0.187,0.018,3.821,0.348,0.162,5.862,0.581,1.018,1.018,,0.307,5.13,1.049,2.789,,CRM
157855,90215,2022-01-31,2022-07-31,2022-09-30,0.327,62.126,194.035,203.0,4.906,22.489,0.018,0.129,0.82,0.196,0.042,0.009,0.001,0.821,0.179,0.197,0.179,0.021,3.712,0.333,0.162,5.833,0.611,1.048,1.048,,0.317,5.223,1.072,2.393,,CRM
157855,90215,2022-01-31,2022-10-31,2022-12-31,0.368,48.187,274.111,267.0,4.377,21.029,0.009,0.138,0.818,0.183,0.045,0.005,0.007,0.825,0.175,0.196,0.175,0.021,3.357,0.315,0.162,5.743,0.619,1.047,1.047,,0.324,5.336,1.067,2.234,,CRM
157855,90215,2023-01-31,2023-01-31,2023-03-31,0.354,37.735,230.0,217.176,6.372,28.095,0.007,0.152,0.797,0.181,0.049,0.004,0.025,0.82,0.18,0.209,0.18,0.02,3.125,0.275,0.176,6.142,0.483,1.019,1.019,,0.323,3.06,1.076,3.423,,CRM
157855,90215,2023-01-31,2023-04-30,2023-06-30,0.296,26.755,286.719,269.559,6.393,25.961,0.012,0.22,0.838,0.194,0.075,0.006,0.04,0.826,0.174,0.196,0.174,0.021,1.965,0.369,0.176,5.626,0.605,1.035,1.035,,0.34,5.275,0.908,3.584,,CRM
157855,90215,2023-01-31,2023-07-31,2023-09-30,0.265,23.598,126.738,126.738,5.966,23.489,0.048,0.254,0.843,0.227,0.089,0.027,0.059,0.827,0.173,0.194,0.173,0.021,1.628,0.388,0.176,5.562,0.587,1.025,1.025,,0.351,5.278,0.922,3.397,,CRM
157855,90215,2023-01-31,2023-10-31,2023-12-31,0.299,21.906,100.053,100.053,7.502,26.481,0.076,0.278,0.843,0.25,0.1,0.044,0.075,0.83,0.17,0.191,0.17,0.021,1.418,0.439,0.176,5.598,0.579,1.023,1.023,,0.361,5.298,0.947,4.385,,CRM
160329,90319,2013-12-31,2014-09-30,2015-01-31,0.251,18.464,1.335,1.435,2.425,7.259,0.217,0.334,0.681,0.285,0.187,0.151,0.178,0.969,0.031,0.057,0.031,0.018,0.259,1.265,0.79,1.352,3.593,4.537,4.557,60.86,0.536,6.808,11.994,1.537,,GOOGL
160329,90319,2014-12-31,2014-12-31,2015-02-28,0.295,17.051,27.757,26.766,2.446,7.215,0.211,0.325,0.686,0.281,0.177,0.142,0.167,0.97,0.03,0.049,0.03,0.019,0.244,1.332,0.84,1.115,3.832,4.52,4.801,,0.545,6.302,,1.516,,GOOGL
160329,90319,2014-12-31,2015-03-31,2015-05-31,0.291,17.748,1.383,1.314,2.317,6.39,0.2,0.323,0.69,0.269,0.177,0.136,0.167,0.969,0.031,0.05,0.031,0.02,0.239,1.487,0.84,1.163,3.827,4.76,4.822,73.479,0.53,6.551,,1.425,,GOOGL
160329,90319,2014-12-31,2015-06-30,2015-08-31,0.307,16.905,1.647,1.557,2.698,7.234,0.202,0.325,0.694,0.272,0.177,0.136,0.166,0.973,0.027,0.048,0.027,0.019,0.231,1.563,0.84,1.085,3.941,4.808,4.897,76.448,0.526,6.645,,1.654,,GOOGL
160329,90319,2014-12-31,2015-09-30,2015-11-30,0.269,16.836,1.803,1.691,3.097,8.557,0.211,0.325,0.694,0.28,0.176,0.141,0.165,0.976,0.024,0.046,0.024,0.02,0.225,1.552,0.84,1.019,4.068,4.7,4.977,,0.524,6.783,,1.88,,GOOGL
160329,90319,2015-12-31,2015-12-31,2016-02-29,0.225,22.145,31.402,31.402,2.798,8.064,0.218,0.325,0.691,0.285,0.175,0.144,0.165,0.984,0.016,0.043,0.016,0.02,0.214,1.348,0.959,0.935,3.784,4.641,4.667,,0.538,5.89,,1.741,,GOOGL
160329,90319,2015-12-31,2016-03-31,2016-05-31,0.237,18.509,1.577,1.577,2.82,8.126,0.218,0.327,0.69,0.286,0.181,0.147,0.17,0.983,0.017,0.044,0.017,0.021,0.205,1.487,0.959,0.946,3.995,4.923,4.853,48.043,0.538,6.59,,1.771,,GOOGL
160329,90319,2015-12-31,2016-06-30,2016-08-31,0.266,18.587,1.531,1.531,2.848,7.975,0.22,0.329,0.688,0.287,0.185,0.151,0.174,0.984,0.016,0.04,0.016,0.023,0.185,1.605,0.959,0.906,4.115,4.925,4.992,51.018,0.549,6.531,,1.812,,GOOGL
160329,90319,2015-12-31,2016-09-30,2016-11-30,0.243,18.668,1.42,1.42,2.686,6.953,0.223,0.331,0.687,0.291,0.19,0.155,0.177,0.981,0.019,0.036,0.019,0.025,0.164,1.925,0.959,0.856,4.513,5.465,5.445,51.055,0.56,6.575,,1.708,,GOOGL
160329,90319,2016-12-31,2016-12-31,2017-02-28,0.254,18.505,30.339,30.339,2.781,6.966,0.216,0.33,0.678,0.284,0.189,0.15,0.177,0.972,0.028,0.028,0.028,0.027,0.132,2.151,1.266,0.831,5.152,6.275,6.291,83.683,0.573,6.112,14.509,1.803,,GOOGL
160329,90319,2016-12-31,2017-03-31,2017-05-31,0.248,17.527,1.671,1.671,3.1,7.746,0.218,0.329,0.673,0.285,0.198,0.157,0.184,0.975,0.025,0.029,0.025,0.031,0.128,2.382,1.266,0.808,5.344,6.526,6.392,84.062,0.579,7.052,14.509,2.018,,GOOGL
160329,90319,2016-12-31,2017-06-30,2017-08-31,0.231,18.211,1.734,1.734,2.868,7.863,0.195,0.325,0.666,0.259,0.197,0.141,0.184,0.973,0.027,0.027,0.027,0.032,0.122,2.228,1.266,0.8,5.484,6.515,6.539,88.048,0.585,7.108,14.509,1.915,,GOOGL
160329,90319,2016-12-31,2017-09-30,2017-11-30,0.232,17.95,1.735,1.735,2.955,8.529,0.201,0.329,0.661,0.264,0.203,0.148,0.191,0.974,0.026,0.026,0.026,0.035,0.115,2.03,1.266,0.805,5.234,6.222,6.246,82.801,0.591,7.085,14.985,1.965,,GOOGL
160329,90319,2017-12-31,2017-12-31,2018-02-28,0.209,20.565,61.329,61.329,2.972,8.884,0.114,0.323,0.651,0.177,0.196,0.087,0.193,0.975,0.025,0.025,0.025,0.04,0.111,1.534,0.828,1.057,4.213,5.109,5.14,76.075,0.608,6.457,15.127,2.155,,GOOGL
160329,90319,2017-12-31,2018-03-31,2018-05-31,0.224,18.684,2.334,2.334,2.802,8.384,0.142,0.318,0.643,0.205,0.202,0.11,0.194,0.975,0.025,0.027,0.025,0.04,0.115,1.762,0.828,0.909,4.492,5.365,5.394,65.719,0.607,7.109,14.281,2.038,,GOOGL
160329,90319,2017-12-31,2018-06-30,2018-08-31,0.207,18.76,2.665,2.665,2.972,8.785,0.132,0.315,0.638,0.195,0.202,0.105,0.196,0.975,0.025,0.027,0.025,0.044,0.11,1.674,0.828,0.945,4.064,4.879,4.907,63.041,0.615,7.252,14.225,2.266,,GOOGL
160329,90319,2017-12-31,2018-09-30,2018-11-30,0.204,19.101,2.086,2.086,2.555,7.331,0.145,0.312,0.635,0.21,0.201,0.118,0.197,0.976,0.024,0.026,0.024,0.046,0.106,1.634,0.828,0.97,3.732,4.501,4.531,57.562,0.62,7.334,13.853,1.938,,GOOGL
160329,90319,2018-12-31,2018-12-31,2019-02-28,0.246,18.081,25.779,25.779,2.465,7.03,0.225,0.295,0.631,0.291,0.188,0.185,0.186,0.978,0.022,0.022,0.022,0.052,0.099,1.386,0.87,0.924,3.153,3.887,3.919,54.44,0.636,6.858,13.54,1.885,,GOOGL
160329,90319,2018-12-31,2019-03-31,2019-05-31,0.226,18.614,1.388,1.388,2.333,6.856,0.197,0.302,0.631,0.265,0.197,0.166,0.194,0.966,0.034,0.035,0.034,0.036,0.148,1.479,0.87,0.925,3.299,4.006,4.037,51.536,0.623,7.498,13.867,1.793,,GOOGL
160329,90319,2018-12-31,2019-06-30,2019-08-31,0.258,17.735,1.202,1.202,2.405,7.016,0.234,0.301,0.628,0.304,0.196,0.199,0.191,0.956,0.044,0.047,0.044,0.027,0.199,1.475,0.87,0.902,3.266,3.966,3.998,50.856,0.62,7.43,14.022,1.837,,GOOGL
160329,90319,2018-12-31,2019-09-30,2019-11-30,0.233,17.175,1.399,1.399,2.52,7.361,0.21,0.299,0.627,0.281,0.194,0.179,0.187,0.945,0.055,0.059,0.055,0.022,0.251,1.457,0.87,0.883,3.189,3.877,3.908,51.139,0.621,7.486,14.371,1.986,,GOOGL
160329,90319,2019-12-31,2019-12-31,2020-02-29,0.22,19.486,27.243,27.243,2.481,7.367,0.212,0.297,0.628,0.285,0.189,0.18,0.183,0.932,0.068,0.074,0.068,0.027,0.332,1.206,0.732,0.88,2.646,3.352,3.374,57.213,0.636,6.649,12.101,1.977,,GOOGL
160329,90319,2019-12-31,2020-03-31,2020-05-31,0.259,17.464,1.447,1.447,2.581,7.97,0.207,0.29,0.624,0.281,0.185,0.177,0.174,0.933,0.067,0.073,0.067,0.018,0.32,1.336,0.732,0.848,2.964,3.657,3.684,58.994,0.623,7.121,14.117,2.091,,GOOGL
160329,90319,2019-12-31,2020-06-30,2020-08-31,0.216,19.503,1.792,1.792,2.949,8.848,0.19,0.277,0.618,0.267,0.172,0.158,0.156,0.932,0.068,0.075,0.068,0.017,0.353,1.315,0.732,0.828,2.847,3.523,3.548,61.837,0.609,7.072,14.171,2.341,,GOOGL
160329,90319,2019-12-31,2020-09-30,2020-11-30,0.216,19.519,1.696,1.696,3.072,9.274,0.208,0.28,0.613,0.286,0.176,0.175,0.16,0.922,0.078,0.087,0.078,0.016,0.403,1.283,0.732,0.846,2.767,3.438,3.458,75.111,0.609,6.984,14.545,2.454,,GOOGL
160329,90319,2020-12-31,2020-12-31,2021-02-28,0.191,22.044,34.498,34.498,3.331,9.337,0.221,0.301,0.611,0.296,0.184,0.188,0.177,0.899,0.101,0.109,0.101,0.016,0.489,1.146,0.671,1.001,2.405,3.054,3.067,82.285,0.613,6.2,12.696,2.689,,GOOGL
160329,90319,2020-12-31,2021-03-31,2021-05-31,0.169,18.36,1.569,1.569,3.604,9.715,0.261,0.32,0.611,0.329,0.215,0.24,0.213,0.907,0.093,0.104,0.093,0.016,0.397,1.43,0.671,0.923,2.574,3.216,3.232,93.735,0.643,7.353,16.245,3.024,,GOOGL
160329,90319,2020-12-31,2021-06-30,2021-08-31,0.149,17.543,1.569,1.569,3.956,10.776,0.286,0.343,0.616,0.344,0.247,0.285,0.258,0.899,0.101,0.11,0.101,0.016,0.367,1.496,0.671,0.957,2.499,3.159,3.175,100.817,0.688,7.451,17.39,3.597,,GOOGL
160329,90319,2020-12-31,2021-09-30,2021-11-30,0.14,17.859,1.367,1.367,3.569,9.55,0.295,0.356,0.618,0.348,0.266,0.308,0.286,0.902,0.098,0.107,0.098,0.017,0.327,1.556,0.671,0.964,2.392,3.057,3.073,96.095,0.72,7.503,18.618,3.441,,GOOGL
160329,90319,2021-12-31,2021-12-31,2022-02-28,0.134,21.358,24.074,24.074,3.153,8.864,0.295,0.354,0.618,0.343,0.269,0.315,0.297,0.906,0.094,0.103,0.094,0.018,0.313,1.426,0.852,0.974,2.173,2.91,2.928,103.803,0.759,7.191,17.022,3.162,,GOOGL
160329,90319,2021-12-31,2022-03-31,2022-05-31,0.14,18.966,1.029,1.029,2.531,7.021,0.276,0.355,0.619,0.326,0.28,0.304,0.306,0.905,0.095,0.104,0.095,0.018,0.296,1.6,0.852,0.935,2.263,2.959,2.978,87.185,0.773,7.533,22.013,2.664,,GOOGL
160329,90319,2021-12-31,2022-06-30,2022-08-31,0.18,18.234,1.007,1.007,2.333,6.83,0.259,0.348,0.619,0.311,0.277,0.287,0.3,0.906,0.094,0.103,0.094,0.018,0.294,1.524,0.852,0.909,2.168,2.874,2.898,73.064,0.784,7.529,23.129,2.531,,GOOGL
160329,90319,2021-12-31,2022-09-30,2022-11-30,0.205,17.46,20.06,20.06,2.138,6.499,0.237,0.331,0.615,0.291,0.264,0.263,0.28,0.906,0.094,0.103,0.094,0.018,0.307,1.464,0.852,0.884,2.031,2.748,2.779,56.643,0.789,7.566,21.91,2.374,,GOOGL
160329,90319,2022-12-31,2022-12-31,2023-02-28,0.226,12.85,19.75,19.75,1.896,5.863,0.212,0.32,0.61,0.268,0.25,0.234,0.264,0.904,0.096,0.106,0.096,0.017,0.331,1.32,0.838,0.859,1.642,2.339,2.378,57.434,0.781,7.025,20.022,2.09,,GOOGL
160329,90319,2022-12-31,2023-03-31,2023-05-31,0.198,14.687,27.365,27.365,2.565,8.12,0.206,0.313,0.608,0.26,0.248,0.229,0.26,0.906,0.094,0.104,0.094,0.016,0.332,1.354,0.838,0.843,1.771,2.468,2.506,44.086,0.786,7.613,22.472,2.792,,GOOGL
160329,90319,2022-12-31,2023-06-30,2023-08-31,0.177,14.645,28.85,28.85,2.79,8.149,0.211,0.314,0.606,0.262,0.251,0.237,0.267,0.907,0.093,0.105,0.093,0.015,0.33,1.407,0.838,0.848,1.644,2.311,2.348,43.957,0.785,7.656,21.833,3.018,,GOOGL
160329,90319,2022-12-31,2023-09-30,2023-11-30,0.167,15.286,25.438,25.438,2.64,7.368,0.225,0.315,0.604,0.274,0.254,0.257,0.279,0.909,0.091,0.104,0.091,0.016,0.324,1.409,0.838,0.855,1.546,2.19,2.224,46.315,0.785,7.613,23.025,2.865,,GOOGL
184996,93436,2013-12-31,2014-09-30,2015-01-31,0.032,368.345,-8.327,-8.327,8.963,161.215,-0.071,0.027,0.342,-0.002,0.022,-0.26,-0.055,0.37,0.63,0.823,0.63,0.044,25.436,0.115,0.147,2.316,1.546,1.651,2.04,3.511,0.656,30.475,5.153,26.58,,TSLA
184996,93436,2014-12-31,2014-12-31,2015-02-28,0.035,671.592,-86.161,-86.161,7.996,-231.7,-0.092,0.014,0.348,-0.019,0.011,-0.358,-0.081,0.327,0.652,0.871,0.666,0.075,53.709,-0.027,-0.012,1.88,0.913,1.065,1.518,3.222,0.774,23.201,4.988,26.366,,TSLA
184996,93436,2014-12-31,2015-03-31,2015-05-31,0.035,1557.6,-5.258,-5.258,9.012,-126.92,-0.113,0.006,0.356,-0.038,0.004,-0.425,-0.074,0.325,0.665,0.883,0.665,0.055,126.464,-0.129,-0.012,2.006,1.105,1.24,1.675,2.7,0.626,20.688,4.411,38.38,,TSLA
184996,93436,2014-12-31,2015-06-30,2015-08-31,0.021,-371.62,-4.011,-4.011,8.732,-79.706,-0.141,-0.023,0.348,-0.059,-0.015,-0.569,-0.114,0.305,0.68,0.903,0.68,0.055,-29.615,-0.19,-0.012,1.762,0.823,0.955,1.421,2.431,0.62,20.512,4.135,43.507,,TSLA
184996,93436,2014-12-31,2015-09-30,2015-11-30,0.04,-174.8,-2.88,-2.88,7.959,-51.893,-0.178,-0.049,0.347,-0.087,-0.031,-0.791,-0.157,0.323,0.659,0.876,0.659,0.058,-13.879,-0.252,-0.012,1.576,0.658,0.783,1.272,2.193,0.583,22.113,3.883,22.936,,TSLA
184996,93436,2015-12-31,2015-12-31,2016-02-29,0.036,-116.37,-27.696,-27.696,6.264,-48.323,-0.22,-0.073,0.333,-0.115,-0.042,-0.846,-0.202,0.343,0.643,0.843,0.652,0.063,-9.092,-0.186,-0.075,1.34,0.433,0.537,0.991,2.42,0.58,20.457,3.57,22.41,,TSLA
184996,93436,2015-12-31,2016-03-31,2016-05-31,0.032,-97.205,-1.908,-1.908,7.744,-51.277,-0.239,-0.085,0.333,-0.121,-0.051,-1.031,-0.239,0.32,0.666,0.866,0.666,0.063,-7.673,-0.235,-0.075,1.403,0.485,0.601,1.065,2.23,0.544,22.817,3.497,33.942,,TSLA
184996,93436,2015-12-31,2016-06-30,2016-08-31,0.08,-102.59,-1.675,-1.675,6.926,-95.17,-0.246,-0.074,0.344,-0.116,-0.043,-1.101,-0.246,0.388,0.601,0.769,0.601,0.067,-8.673,-0.108,-0.075,1.391,0.601,0.71,1.155,2.186,0.498,23.26,3.509,12.554,,TSLA
184996,93436,2015-12-31,2016-09-30,2016-11-30,0.088,330.8,-1.979,-1.979,4.79,96.435,-0.147,0.017,0.362,-0.019,0.011,-0.593,-0.15,0.428,0.565,0.692,0.565,0.072,28.531,0.085,-0.075,1.384,0.654,0.766,1.184,2.612,0.568,23.899,3.521,10.596,,TSLA
184996,93436,2016-12-31,2016-12-31,2017-02-28,0.138,139.81,-53.417,-53.417,5.774,-223.03,-0.096,0.043,0.364,0.025,0.02,-0.229,-0.082,0.397,0.506,0.606,0.56,0.049,24.07,-0.021,-0.007,1.114,0.6,0.719,1.074,2.663,0.455,20.955,3.777,8.488,,TSLA
184996,93436,2016-12-31,2017-03-31,2017-05-31,0.109,70.974,-4.766,-4.766,6.552,179.625,-0.085,0.068,0.372,0.033,0.041,-0.265,-0.086,0.419,0.514,0.601,0.55,0.059,9.261,0.011,-0.007,1.209,0.701,0.811,1.188,2.862,0.474,23.666,3.777,11.23,,TSLA
184996,93436,2016-12-31,2017-06-30,2017-08-31,0.085,63.428,-5.038,-5.038,5.899,-198.37,-0.076,0.078,0.375,0.037,0.043,-0.205,-0.065,0.395,0.518,0.592,0.567,0.062,8.386,-0.052,-0.007,1.139,0.61,0.726,1.093,3.02,0.466,23.417,3.603,11.633,,TSLA
184996,93436,2016-12-31,2017-09-30,2017-11-30,0.082,207.005,-2.4,-2.4,4.826,-50.952,-0.131,0.026,0.345,-0.013,0.013,-0.321,-0.111,0.355,0.548,0.611,0.607,0.06,29.869,-0.162,-0.007,1.111,0.575,0.698,1.065,3.063,0.422,21.502,3.645,11.017,,TSLA
